fco,epsco,D,L,ff,Ef,tf,epscu
77.2,0.35,150,457,230,128.5,0.095,3.04
79.6,0.45,70,200,2930,128.5,0.143,1.98
80.5,0.28,70,210,2900,116.0,0.6,2.2
83.6,0.3,105,305,2060,120.0,0.072,3.11
46.43,0.2,105,305,2663,99.0,0.169,0.51
119.3,0.45,194,457,3732,116.0,1.2,2.05
119.3,0.31,105,152,2930,118.0,0.507,3.47
36.6,0.2,150,450,3732,125.7,0.507,1.89
35.5,0.34,194,450,2663,120.0,0.095,2.48
83.0,0.31,150,200,3732,128.5,2.56,2.53
78.0,0.33,194,762,2060,13.6,0.286,0.71
101.18,0.35,152,210,2900,120.0,0.4,2.48
35.5,0.26,150,305,2663,120.0,1.27,2.95
43.0,0.31,194,457,2060,125.7,0.6,3.55
36.6,0.35,152,152,3732,13.6,0.095,0.4
50.64,0.46,194,305,2060,118.0,1.2,2.06
50.64,0.28,100,200,2900,115.2,0.286,3.31
49.4,0.21,100,200,230,120.0,0.095,0.4
37.2,0.25,150,210,2390,118.0,0.3,2.33
100.0,0.46,100,582,2663,128.5,0.286,2.05
43.0,0.29,100,582,2663,120.0,0.8,0.89
36.6,0.23,194,200,3732,99.0,0.143,2.11
55.2,0.3,152,152,2060,99.0,0.057,1.11
119.3,0.23,150,200,230,13.6,0.191,1.45
28.79,0.24,152,300,2900,116.0,0.072,1.45
83.0,0.29,150,315,2900,118.0,0.095,1.92
29.6,0.26,70,305,2663,125.7,0.858,0.78
110.1,0.2,100,762,2930,99.0,0.8,1.0
80.5,0.2,105,210,3732,115.2,0.095,1.89
78.5,0.3,70,152,2930,125.7,0.6,1.29
107.3,0.23,100,450,3732,13.6,0.6,1.88
57.5,0.19,105,200,2900,13.6,0.9,3.8
80.5,0.46,194,582,2060,128.5,0.2,2.12
49.4,0.21,152,582,2900,125.7,2.56,0.54
78.5,0.45,194,457,2930,128.5,0.6,0.45
85.9,0.2,105,762,2930,99.0,0.6,2.21
78.5,0.33,152,582,2060,125.7,0.2,4.78
84.9,0.24,100,210,2390,128.5,0.572,3.11
37.2,0.3,152,300,2930,128.5,0.072,1.67
78.5,0.21,70,305,3732,115.2,0.858,0.36
110.1,0.45,150,457,2663,99.0,0.338,0.51
34.0,0.27,150,582,230,99.0,3.86,1.15
34.0,0.24,105,152,230,125.7,0.2,2.49
37.0,0.45,100,315,3732,118.0,0.2,1.78
85.9,0.24,100,200,3732,13.6,0.169,0.42
29.6,0.23,100,300,2390,118.0,2.56,1.68
57.5,0.29,70,315,2060,99.0,0.8,3.47
109.8,0.31,100,300,2900,116.0,0.858,0.63
82.4,0.27,100,300,2390,118.0,0.8,3.22
77.9,0.26,105,457,2390,120.0,1.27,1.88
109.8,0.2,105,457,3732,116.0,0.2,3.31
102.0,0.33,152,200,2060,120.0,0.507,2.21
85.9,0.28,150,200,2930,120.0,0.6,2.81
79.6,0.19,152,582,3732,115.2,0.191,1.78
79.6,0.3,150,315,2060,99.0,0.169,0.53
104.5,0.35,70,200,2900,115.2,0.507,1.3
43.0,0.25,100,300,2390,116.0,3.86,3.11
82.4,0.3,150,210,2930,115.2,0.338,2.09
57.5,0.27,105,762,2060,120.0,0.572,1.9
119.3,0.25,152,582,2900,115.2,1.27,0.4
100.0,0.26,100,210,230,115.2,0.191,2.11
83.6,0.21,152,210,2663,99.0,0.286,2.33
74.0,0.31,100,450,2900,118.0,0.9,3.21
77.2,0.3,100,582,3732,118.0,0.6,2.34
35.5,0.3,70,305,2663,116.0,0.6,1.78
119.3,0.23,100,315,2060,116.0,0.286,3.18
29.6,0.26,100,210,2930,118.0,0.572,3.5
37.2,0.24,152,582,2390,125.7,0.286,3.11
79.6,0.35,152,210,2900,99.0,0.338,1.85
37.2,0.25,194,200,2390,120.0,0.072,1.64
78.5,0.2,150,450,3732,128.5,0.6,1.65
77.9,0.21,100,300,3732,125.7,0.095,2.07
119.3,0.26,70,762,3732,125.7,0.6,0.88
77.9,0.24,100,200,2390,99.0,0.057,1.89
36.6,0.27,150,305,2930,128.5,0.6,3.22
110.1,0.45,100,450,2930,118.0,0.9,0.53
49.6,0.28,152,300,3732,13.6,0.6,3.17
37.2,0.24,194,315,2060,118.0,0.072,1.25
114.7,0.29,194,315,2060,115.2,0.072,1.67
35.5,0.2,100,582,2663,116.0,1.27,1.65
43.0,0.23,100,200,2900,118.0,1.27,1.06
119.3,0.46,100,200,2390,116.0,0.572,2.12
49.6,0.35,150,152,2390,116.0,0.8,1.25
85.9,0.29,70,457,2663,116.0,0.6,4.6
109.8,0.25,105,152,3732,125.7,0.191,0.53
57.5,0.24,100,450,2663,120.0,0.572,1.08
77.0,0.21,152,582,2663,120.0,1.2,0.52
78.5,0.27,100,200,2663,128.5,0.9,0.78
106.0,0.23,150,762,2060,116.0,0.8,1.65
82.4,0.23,194,315,2900,99.0,0.8,0.36
109.8,0.19,194,582,230,125.7,0.4,0.71
119.3,0.2,100,300,3732,99.0,0.057,0.82
37.2,0.28,105,200,2930,115.2,0.095,3.55
49.6,0.21,194,450,2663,116.0,0.507,2.18
106.0,0.25,150,152,230,116.0,0.9,1.95
119.3,0.21,152,305,2390,118.0,0.338,3.8
49.4,0.45,105,200,3732,118.0,1.27,1.44
55.2,0.24,150,152,230,115.2,0.507,2.2
107.3,0.19,70,457,2663,120.0,3.86,1.65
101.18,0.29,105,450,2060,125.7,1.2,0.47
34.0,0.34,150,450,3732,13.6,1.27,2.05
110.1,0.26,100,152,2930,128.5,0.4,1.85
106.0,0.35,194,305,2663,13.6,0.9,4.39
46.43,0.26,70,305,3732,125.7,0.572,1.7
77.2,0.28,100,152,2390,116.0,3.86,2.32
39.2,0.25,100,200,2390,116.0,0.9,1.75
43.0,0.29,152,200,2060,120.0,0.9,2.96
77.9,0.29,150,200,3732,116.0,0.9,1.67
35.5,0.26,150,300,2663,125.7,1.2,3.01
37.0,0.26,100,582,2390,128.5,0.143,2.11
35.5,0.2,105,457,2060,99.0,0.338,1.62
102.0,0.2,100,457,2060,99.0,3.86,2.12
49.4,0.24,152,210,2060,116.0,0.572,3.47
77.2,0.46,105,457,2060,115.2,0.095,1.71
49.6,0.3,100,582,2060,118.0,0.2,3.8
29.6,0.45,152,152,2930,116.0,0.338,1.3
37.0,0.3,70,305,2390,13.6,0.191,2.81
77.2,0.33,150,762,2663,13.6,0.858,3.39
82.4,0.23,194,300,2060,125.7,0.507,3.15
57.5,0.46,105,305,230,118.0,0.3,1.49
78.5,0.34,100,305,230,115.2,1.27,3.8
82.4,0.19,152,152,3732,118.0,0.572,3.4
55.2,0.46,152,315,230,128.5,0.507,1.71
102.2,0.46,152,315,2900,118.0,0.507,1.11
109.8,0.45,152,315,2390,13.6,0.8,0.57
110.2,0.23,152,300,2390,128.5,0.191,3.21
110.2,0.26,150,315,2663,118.0,0.572,2.06
28.79,0.34,194,200,2663,125.7,0.338,1.08
47.3,0.28,152,762,2663,128.5,0.4,2.86
74.0,0.31,194,305,2930,115.2,0.057,3.55
102.2,0.25,105,200,2390,120.0,0.9,1.3
100.0,0.45,100,200,2390,118.0,0.9,1.87
110.2,0.35,150,210,2390,128.5,2.56,2.12
119.3,0.26,70,152,230,118.0,0.286,3.45
43.0,0.35,70,305,2060,13.6,0.3,1.56
82.4,0.28,150,300,2900,115.2,0.8,4.78
119.3,0.2,105,210,2390,120.0,0.9,2.07
51.1,0.29,105,762,2060,128.5,0.2,1.56
102.2,0.26,100,305,3732,13.6,1.27,0.42
79.6,0.25,100,762,2060,116.0,0.286,1.78
50.64,0.2,70,300,2663,13.6,0.095,2.47
29.6,0.31,105,210,2900,128.5,0.6,2.89
28.79,0.45,105,210,3732,118.0,0.507,3.15
55.2,0.27,105,305,2663,120.0,0.286,1.56
57.5,0.35,152,210,2663,115.2,0.8,1.25
110.1,0.45,152,210,3732,120.0,0.858,1.43
37.2,0.3,152,315,3732,116.0,0.858,4.78
57.5,0.46,150,457,2390,128.5,2.56,0.91
100.0,0.29,194,315,2663,99.0,0.8,1.11
55.2,0.26,105,200,2663,99.0,0.9,3.68
49.6,0.45,152,300,2900,115.2,0.191,3.1
35.5,0.24,100,300,2930,128.5,0.143,1.15
46.43,0.27,150,457,2900,115.2,0.8,2.07
77.2,0.2,152,762,2060,128.5,0.143,0.46
77.0,0.2,105,305,3732,120.0,0.3,3.15
84.9,0.34,152,300,2663,120.0,0.338,1.89
51.1,0.23,194,152,2060,120.0,1.2,1.97
83.0,0.28,194,305,2930,116.0,2.56,1.17
37.0,0.21,100,152,3732,120.0,0.4,1.11
39.2,0.3,100,300,2900,116.0,0.858,2.98
55.2,0.28,194,305,2663,99.0,0.191,1.43
100.0,0.25,105,315,2900,99.0,2.56,1.95
77.9,0.35,100,315,3732,13.6,1.27,0.47
77.9,0.19,70,200,2663,13.6,0.858,1.42
35.5,0.21,150,300,2663,116.0,0.2,2.98
102.2,0.19,70,200,2900,125.7,3.86,2.49
85.9,0.31,194,210,2900,116.0,0.858,3.5
102.0,0.3,70,457,2060,115.2,3.86,0.38
104.5,0.27,152,200,230,116.0,0.8,0.57
28.79,0.33,150,457,2663,99.0,0.6,1.97
43.0,0.29,100,457,2663,118.0,1.2,1.85
84.9,0.33,100,200,2900,13.6,0.6,0.45
39.0,0.26,100,762,2930,125.7,0.4,3.37
49.6,0.2,100,200,2060,125.7,2.56,0.42
43.0,0.34,152,305,2390,125.7,0.4,2.3
36.6,0.46,152,210,230,116.0,1.27,0.78
28.79,0.25,100,200,2900,118.0,0.2,2.21
74.0,0.29,100,762,2390,128.5,1.27,2.77
78.5,0.19,70,300,3732,120.0,0.3,1.92
35.4,0.3,70,315,2930,116.0,2.56,2.2
39.2,0.27,152,457,3732,128.5,0.4,1.98
85.9,0.33,100,315,2900,115.2,0.858,2.47
77.9,0.2,100,152,2390,13.6,0.4,3.4
35.4,0.24,150,450,2060,125.7,0.169,0.46
78.5,0.21,152,762,2060,125.7,0.057,3.8
78.0,0.34,105,457,2900,120.0,1.27,3.8
102.2,0.24,150,152,2663,120.0,0.3,3.22
35.5,0.25,150,762,3732,13.6,0.286,3.22
77.9,0.24,152,457,2390,13.6,0.169,2.31
39.0,0.45,100,457,2930,125.7,2.56,2.89
78.5,0.25,152,305,2930,118.0,0.4,2.32
39.2,0.26,194,582,2900,125.7,0.4,3.22
74.0,0.28,194,305,2900,116.0,0.2,0.47
83.6,0.2,152,200,2663,116.0,0.338,1.25
50.64,0.46,152,305,230,118.0,0.2,1.89
100.0,0.25,152,315,230,118.0,0.858,1.02
101.18,0.2,100,450,3732,120.0,0.338,1.63
37.0,0.23,100,152,3732,118.0,0.6,2.86
114.7,0.25,100,200,2390,115.2,1.27,1.47
49.4,0.29,105,200,2390,99.0,0.338,3.21
109.8,0.26,100,315,3732,120.0,0.095,0.52
36.6,0.46,70,200,2663,125.7,0.4,3.68
49.4,0.29,152,200,2930,125.7,0.2,3.01
34.0,0.31,152,305,3732,115.2,0.338,0.39
49.4,0.31,194,152,2930,120.0,0.4,1.17
83.0,0.35,152,300,2930,99.0,1.2,1.85
78.0,0.21,194,200,2930,118.0,0.169,3.39
83.6,0.28,194,315,2390,115.2,0.4,2.05
114.7,0.46,105,152,3732,115.2,0.507,2.23
101.18,0.26,105,315,2390,118.0,0.8,3.31
85.9,0.45,150,300,2060,118.0,0.507,0.93
100.0,0.35,70,210,2060,116.0,0.338,2.96
107.3,0.19,150,457,2663,128.5,2.56,2.06
85.9,0.3,150,152,2663,13.6,0.338,0.82
51.1,0.33,70,152,2900,128.5,0.4,3.01
77.0,0.26,100,210,2390,125.7,0.8,1.11
55.2,0.46,150,315,2900,128.5,1.27,3.22
101.18,0.21,105,457,2060,128.5,0.2,0.37
37.0,0.2,194,200,230,118.0,0.338,2.53
104.5,0.35,100,457,2930,116.0,0.507,3.41
82.4,0.35,100,200,2930,118.0,0.8,0.95
43.0,0.21,100,315,2663,13.6,0.507,3.8
49.4,0.35,152,315,2390,118.0,0.507,1.63
110.2,0.28,100,152,2060,118.0,0.169,2.12
43.0,0.19,100,457,2060,115.2,0.858,0.88
79.6,0.27,100,200,2663,116.0,0.143,0.36
106.0,0.34,150,315,2390,128.5,0.338,2.86
114.7,0.33,150,315,3732,120.0,0.507,1.47
119.3,0.35,70,450,230,13.6,3.86,2.48
101.18,0.25,194,210,2663,115.2,0.6,1.92
50.64,0.34,100,300,2060,116.0,0.8,1.96
106.0,0.21,105,300,3732,125.7,0.143,1.43
49.6,0.3,152,450,3732,116.0,0.3,1.85
39.0,0.31,100,457,2390,128.5,0.572,1.64
83.0,0.33,100,457,2663,115.2,2.56,3.45
51.1,0.25,70,300,2900,115.2,0.143,0.78
107.3,0.25,152,315,2930,116.0,0.3,1.42
28.79,0.23,100,450,2663,118.0,0.4,3.68
107.3,0.3,70,200,2930,115.2,0.4,1.75
29.6,0.28,150,152,2060,120.0,0.4,3.31
83.0,0.19,105,305,230,118.0,0.6,3.68
100.0,0.33,105,315,230,116.0,0.572,2.01
49.4,0.45,70,315,2900,118.0,0.3,1.25
77.0,0.31,194,300,3732,118.0,0.858,3.55
109.8,0.21,150,152,2663,115.2,1.2,2.18
35.5,0.31,100,300,3732,120.0,0.9,1.88
37.2,0.28,152,305,2060,13.6,0.3,1.89
102.0,0.45,100,200,3732,128.5,0.191,1.11
37.0,0.3,70,457,2060,13.6,0.9,2.48
28.79,0.29,105,152,2930,118.0,0.338,3.22
77.0,0.26,105,300,2390,125.7,0.286,1.17
47.3,0.25,194,305,2390,118.0,0.338,3.5
43.0,0.31,70,315,2060,13.6,0.338,2.11
43.0,0.2,70,200,2663,120.0,0.3,0.58
80.5,0.35,70,152,2900,13.6,0.4,2.32
43.0,0.3,100,300,2663,118.0,0.169,3.4
77.2,0.25,150,300,2060,125.7,0.2,3.39
102.0,0.29,100,300,2930,116.0,0.6,1.0
57.5,0.21,150,152,2900,99.0,1.2,3.47
78.5,0.46,152,762,2900,125.7,0.2,0.93
85.9,0.3,100,582,230,128.5,0.572,2.05
114.7,0.25,100,582,230,116.0,0.9,2.53
114.7,0.29,150,315,230,128.5,0.072,4.6
77.9,0.2,150,582,3732,128.5,0.9,1.64
43.0,0.2,194,457,2390,99.0,3.86,2.18
109.8,0.46,150,200,2663,116.0,0.4,2.86
85.9,0.21,100,300,2900,99.0,0.4,1.67
102.0,0.29,100,152,2663,118.0,0.338,1.45
39.0,0.31,152,305,2663,115.2,0.6,2.38
47.3,0.21,100,152,2900,116.0,0.9,2.3
102.0,0.24,100,300,2390,13.6,1.2,1.15
43.0,0.3,152,152,2900,128.5,0.169,3.68
77.2,0.26,152,200,2390,118.0,0.507,2.01
100.0,0.2,152,210,230,120.0,0.4,1.11
102.2,0.19,100,762,2663,99.0,1.27,1.62
101.18,0.45,100,200,2390,116.0,0.169,1.65
79.6,0.28,100,300,3732,118.0,0.3,0.93
29.6,0.27,152,152,3732,118.0,0.095,1.88
84.9,0.26,152,200,2060,99.0,0.4,1.44
101.18,0.2,194,300,2390,115.2,0.8,2.11
43.0,0.25,70,582,3732,99.0,0.4,2.48
36.6,0.2,194,450,2060,116.0,0.072,3.21
28.79,0.46,70,300,2930,116.0,0.072,3.5
104.5,0.2,152,300,2390,120.0,0.286,0.88
50.64,0.29,100,450,2930,118.0,0.507,0.93
77.9,0.26,150,457,2060,125.7,0.338,0.95
102.0,0.34,100,762,2900,118.0,0.095,1.06
77.9,0.34,150,305,2663,128.5,0.8,1.06
83.0,0.34,150,457,3732,116.0,0.6,1.65
104.5,0.35,105,305,2663,99.0,0.4,3.31
50.64,0.3,70,315,3732,99.0,0.2,1.88
37.0,0.35,105,152,2060,118.0,0.9,1.43
37.0,0.35,152,450,2390,118.0,2.56,1.95
110.1,0.46,152,315,230,116.0,0.338,2.86
78.5,0.25,70,200,230,120.0,2.56,2.32
106.0,0.25,100,450,230,99.0,0.507,2.89
77.2,0.26,194,450,2930,116.0,0.507,1.48
80.5,0.45,150,200,2900,116.0,0.4,1.06
77.0,0.45,105,315,2390,115.2,0.507,1.65
100.0,0.23,100,300,2060,116.0,0.072,1.98
39.0,0.3,100,762,2930,99.0,0.3,2.49
35.4,0.23,100,300,2060,125.7,0.338,1.88
35.4,0.45,105,450,2900,118.0,0.2,0.93
119.3,0.46,100,200,2663,99.0,2.56,1.02
43.0,0.26,105,152,2390,120.0,1.2,1.88
57.5,0.2,100,152,2663,128.5,0.095,1.4
82.4,0.23,70,200,2930,128.5,0.338,2.09
39.0,0.21,152,300,2060,128.5,0.169,0.52
28.79,0.28,150,305,2900,125.7,3.86,1.02
49.4,0.28,100,315,2930,125.7,0.4,1.66
29.6,0.27,150,582,2663,120.0,0.4,3.21
46.43,0.46,100,315,2930,118.0,0.4,3.31
85.9,0.19,152,200,2900,120.0,0.6,3.37
84.9,0.23,194,450,2900,116.0,0.8,0.39
110.1,0.35,152,315,3732,13.6,0.2,2.53
79.6,0.21,150,152,2900,116.0,0.6,3.11
110.2,0.45,152,305,2930,99.0,0.6,0.63
85.9,0.2,152,200,3732,128.5,1.27,1.7
110.2,0.3,105,200,2390,128.5,1.2,0.51
110.1,0.31,150,582,2060,118.0,0.9,2.38
84.9,0.46,152,200,2060,125.7,1.27,1.9
35.5,0.31,70,305,230,128.5,0.057,3.31
106.0,0.31,105,305,2663,116.0,1.27,1.97
37.2,0.46,152,450,2060,118.0,0.572,2.47
109.8,0.27,152,210,2900,118.0,0.095,1.63
55.2,0.26,152,210,230,128.5,0.286,1.42
35.5,0.31,152,200,2390,118.0,0.507,2.89
77.9,0.26,70,457,3732,99.0,0.191,0.45
77.0,0.33,152,315,2930,118.0,1.2,2.21
77.2,0.3,152,305,2060,118.0,0.8,0.6
34.0,0.23,70,305,2900,13.6,0.6,0.82
34.0,0.21,100,210,2390,115.2,0.191,2.53
43.0,0.25,152,200,2663,128.5,0.8,1.68
119.3,0.45,194,315,2060,116.0,2.56,2.96
78.5,0.26,194,315,230,118.0,0.6,3.41
51.1,0.24,194,305,2663,128.5,0.6,0.42
49.6,0.46,150,200,2060,99.0,3.86,1.45
35.5,0.28,100,152,230,118.0,0.858,3.31
74.0,0.27,194,582,3732,118.0,0.572,1.45
79.6,0.34,194,152,2390,128.5,1.2,0.47
37.0,0.31,100,305,2930,118.0,0.191,2.06
77.2,0.45,152,582,2900,125.7,3.86,3.8
100.0,0.23,152,450,2900,118.0,0.286,2.33
36.6,0.26,70,305,2060,13.6,2.56,2.2
57.5,0.34,194,582,2900,116.0,3.86,1.98
110.1,0.35,150,200,2060,128.5,0.191,1.29
39.2,0.24,100,200,3732,116.0,2.56,4.78
104.5,0.26,150,152,2060,115.2,0.338,2.89
84.9,0.2,105,200,230,116.0,0.8,4.39
78.0,0.46,194,582,2060,118.0,0.507,2.81
39.2,0.21,100,457,2930,115.2,0.191,3.01
77.2,0.46,194,457,2060,118.0,3.86,1.11
101.18,0.33,194,457,2060,99.0,0.095,1.7
49.6,0.21,105,200,2390,13.6,0.4,2.33
84.9,0.23,70,210,2060,125.7,0.191,2.96
78.5,0.21,152,152,3732,120.0,0.4,1.62
83.0,0.2,70,210,2930,116.0,0.2,1.17
77.9,0.35,105,305,2900,99.0,1.2,1.43
74.0,0.3,105,305,2060,120.0,0.6,1.97
49.6,0.28,152,450,2930,125.7,0.858,2.48
49.4,0.24,105,450,2060,13.6,0.4,1.48
51.1,0.2,100,762,2060,13.6,0.9,3.11
36.6,0.2,152,305,2930,116.0,0.6,0.4
114.7,0.35,70,457,2060,116.0,0.191,2.09
35.4,0.25,100,305,2390,125.7,1.2,3.47
49.4,0.35,100,152,2930,120.0,0.8,2.95
119.3,0.35,70,152,2390,120.0,0.338,0.37
57.5,0.45,70,152,2900,118.0,0.143,1.78
84.9,0.29,70,450,2900,118.0,0.3,1.48
51.1,0.33,100,582,3732,120.0,0.072,2.38
85.9,0.21,70,762,2900,125.7,0.338,1.45
46.43,0.25,70,315,2663,118.0,0.507,0.51
106.0,0.19,150,300,2060,115.2,2.56,0.54
39.0,0.31,105,200,2663,120.0,0.9,3.15
79.6,0.29,194,152,2663,116.0,0.338,0.37
77.9,0.23,100,200,2390,128.5,0.6,1.97
35.4,0.31,194,200,2900,116.0,0.191,2.2
43.0,0.28,100,305,2663,125.7,1.2,1.64
43.0,0.35,100,200,3732,13.6,0.858,2.47
46.43,0.2,150,582,2390,116.0,0.072,1.89
74.0,0.21,70,200,2060,128.5,0.8,2.89
79.6,0.45,194,457,2390,118.0,2.56,1.63
109.8,0.26,152,152,2663,128.5,0.2,1.64
109.8,0.2,105,582,2930,115.2,0.8,4.39
119.3,0.23,105,305,2060,120.0,0.8,0.93
107.3,0.33,70,450,3732,116.0,0.572,0.93
36.6,0.24,70,450,2060,116.0,0.072,2.81
119.3,0.24,152,210,230,118.0,0.858,0.95
51.1,0.29,150,305,2663,120.0,3.86,2.09
119.3,0.35,152,210,3732,116.0,1.27,1.43
104.5,0.24,100,152,2390,115.2,0.9,3.01
109.8,0.34,70,200,2930,116.0,0.858,3.37
37.0,0.26,194,582,2060,115.2,0.191,2.11
36.6,0.27,100,210,2060,116.0,0.9,2.47
35.4,0.2,194,200,2390,128.5,0.143,2.53
80.5,0.3,70,200,2390,128.5,0.4,1.02
46.43,0.25,105,200,2663,118.0,0.3,0.38
47.3,0.35,150,315,2390,128.5,0.507,1.47
35.5,0.35,150,200,230,99.0,0.4,1.89
49.4,0.26,194,305,3732,13.6,0.286,2.32
35.5,0.25,100,450,2663,115.2,0.057,0.45
77.9,0.21,100,210,3732,118.0,0.4,2.77
37.0,0.19,194,200,3732,116.0,1.27,3.41
106.0,0.35,70,305,2060,13.6,0.057,1.0
78.0,0.34,70,200,3732,120.0,0.338,0.36
100.0,0.3,150,152,2900,116.0,0.6,3.37
55.2,0.31,105,210,2663,116.0,0.8,1.92
74.0,0.31,152,315,3732,120.0,0.338,0.52
39.2,0.3,70,305,2930,115.2,0.6,1.17
29.6,0.21,70,457,3732,128.5,0.6,2.31
102.0,0.26,100,582,2390,120.0,0.858,1.42
47.3,0.25,152,450,2060,116.0,0.507,2.3
49.6,0.28,150,315,2900,128.5,2.56,3.8
77.9,0.25,152,457,3732,115.2,0.9,1.45
82.4,0.28,152,450,2060,118.0,0.2,1.06
29.6,0.3,100,457,2663,116.0,0.191,1.92
110.2,0.45,105,300,3732,120.0,0.507,1.11
119.3,0.21,194,300,2060,116.0,0.6,3.21
77.0,0.25,150,200,230,118.0,0.338,2.81
49.4,0.45,100,152,2060,99.0,0.2,1.47
110.2,0.34,152,582,2930,120.0,0.143,1.42
34.0,0.34,105,200,2060,99.0,0.8,0.52
35.4,0.33,105,762,2930,120.0,0.4,1.62
119.3,0.29,150,582,2390,125.7,1.2,1.48
57.5,0.45,100,200,2060,115.2,0.9,3.39
28.79,0.26,152,210,2390,125.7,0.2,3.11
102.0,0.19,152,305,2900,116.0,0.6,1.63
36.6,0.45,70,152,2900,118.0,0.507,1.42
84.9,0.46,152,210,2060,128.5,1.27,3.18
50.64,0.28,194,152,2060,116.0,0.4,2.06
79.6,0.27,70,152,2900,125.7,0.8,1.71
109.8,0.19,194,582,2060,128.5,1.2,1.58
110.1,0.31,70,762,3732,115.2,0.286,4.78
77.0,0.28,100,315,2390,99.0,0.858,1.9
39.2,0.24,100,152,2663,128.5,0.6,2.34
107.3,0.31,100,457,2390,99.0,0.072,1.09
36.6,0.3,194,210,2060,128.5,0.6,1.7
83.6,0.34,152,762,230,115.2,0.507,1.61
29.6,0.45,150,152,2663,116.0,0.6,2.53
57.5,0.35,152,582,2930,128.5,0.338,1.66
46.43,0.29,70,315,2900,115.2,0.143,1.47
82.4,0.24,100,300,3732,13.6,0.858,1.25
50.64,0.23,100,315,2390,120.0,0.4,1.78
107.3,0.46,100,300,2060,118.0,0.507,0.58
34.0,0.28,194,305,2663,99.0,0.572,0.51
77.9,0.27,105,152,2900,120.0,0.095,1.67
102.2,0.35,105,200,230,115.2,0.9,1.85
49.4,0.24,105,300,2900,116.0,0.858,4.6
106.0,0.31,152,762,2390,118.0,0.286,1.96
114.7,0.25,70,152,2930,116.0,0.286,2.32
83.6,0.21,105,450,2900,99.0,0.2,0.78
39.0,0.24,105,305,2060,118.0,0.338,2.32
110.2,0.26,105,210,2663,13.6,1.2,3.41
102.2,0.2,105,450,2900,118.0,2.56,0.91
80.5,0.21,70,200,2060,125.7,0.095,2.12
110.1,0.45,100,305,2390,13.6,0.143,1.64
77.9,0.21,194,300,2900,116.0,1.2,0.88
101.18,0.25,100,582,2930,99.0,3.86,1.95
43.0,0.26,152,210,2060,115.2,0.4,1.68
77.9,0.35,194,762,3732,13.6,0.572,3.4
78.5,0.25,150,315,2060,13.6,0.507,1.11
83.6,0.23,194,582,2390,116.0,0.6,3.17
85.9,0.2,70,582,3732,116.0,0.4,1.08
43.0,0.23,150,305,2390,13.6,0.143,1.63
78.5,0.46,150,762,2900,99.0,0.6,2.47
110.2,0.25,70,200,2930,13.6,0.191,1.65
29.6,0.23,152,200,2060,128.5,0.057,1.75
110.2,0.27,70,582,2060,125.7,2.56,0.57
114.7,0.2,150,300,2900,115.2,0.143,1.0
77.2,0.34,100,315,2663,13.6,1.27,0.47
51.1,0.31,194,300,230,115.2,0.143,4.78
50.64,0.34,152,210,2390,125.7,1.27,0.53
106.0,0.26,70,582,230,116.0,0.169,1.68
43.0,0.27,105,762,3732,13.6,0.507,1.85
37.2,0.34,194,152,2663,120.0,0.095,2.98
47.3,0.3,194,152,2930,120.0,0.3,3.68
49.4,0.45,150,457,2930,99.0,0.4,2.3
39.0,0.27,100,152,230,118.0,0.3,1.02
74.0,0.26,70,582,2663,128.5,0.286,2.07
82.4,0.26,152,305,2663,118.0,0.572,1.61
34.0,0.29,194,152,2900,13.6,0.4,2.47
107.3,0.25,100,457,2060,125.7,0.858,3.1
77.9,0.31,152,457,3732,125.7,0.072,3.1
114.7,0.35,100,305,2060,128.5,0.338,0.47
74.0,0.31,150,200,3732,125.7,2.56,3.15
55.2,0.21,70,315,2060,120.0,0.072,3.17
50.64,0.21,152,315,2060,115.2,0.338,0.36
55.2,0.21,100,300,2663,118.0,0.6,1.64
107.3,0.45,100,200,3732,118.0,0.6,0.36
106.0,0.23,150,457,2390,118.0,0.095,1.66
107.3,0.2,194,210,2390,120.0,1.2,3.22
77.9,0.3,194,300,2060,128.5,0.858,4.39
119.3,0.25,194,582,2060,116.0,0.3,1.97
101.18,0.23,194,200,2930,118.0,0.3,3.01
78.0,0.34,105,582,2900,13.6,0.507,3.68
28.79,0.21,105,300,2663,115.2,0.095,3.73
83.0,0.28,152,457,2390,128.5,3.86,2.86
102.0,0.25,150,210,2060,128.5,0.191,0.38
50.64,0.21,100,762,2390,13.6,0.338,1.71
34.0,0.27,194,582,2060,128.5,0.507,1.25
106.0,0.46,194,315,2060,125.7,0.4,2.32
110.1,0.27,152,762,2390,118.0,0.4,2.2
83.0,0.31,100,152,230,116.0,1.2,2.96
28.79,0.35,100,450,2390,125.7,0.286,0.52
37.0,0.25,194,582,2663,116.0,0.2,2.2
79.6,0.31,70,582,2900,115.2,3.86,2.05
55.2,0.2,152,200,3732,120.0,0.507,1.29
102.0,0.19,100,457,2663,115.2,0.507,0.42
57.5,0.3,152,210,2900,125.7,0.6,0.45
57.5,0.31,70,450,2390,118.0,0.2,0.71
78.0,0.24,194,582,2900,128.5,0.4,2.77
109.8,0.46,150,152,2930,99.0,3.86,2.09
109.8,0.28,100,152,230,125.7,0.072,1.09
28.79,0.24,194,315,2663,13.6,0.2,2.89
102.2,0.19,150,315,3732,120.0,0.286,1.48
49.6,0.3,194,210,2900,99.0,0.507,3.22
55.2,0.27,100,300,2930,120.0,0.095,3.4
77.2,0.27,70,582,2390,118.0,0.572,1.0
28.79,0.35,70,762,3732,118.0,0.3,2.38
